Cement Grade (MPa),Cement Density (g/cm3),Cement Content (kg/m3),Water Content (kg/m3),Fine Aggerate Content (kg/m3),Coarse Aggerate Type,Coarse Aggerate Density (g/cm3),Larger Coarse Aggregate Size (mm),Large Coarse Aggregate Size,Medium Coarse Aggregate Size,Small Coarse Aggregate Size,Larger Coarse Aggregate Size Percentage,Large Coarse Aggregate Size Percentage,Medium Coarse Aggregate Size Percentage,Small Coarse Aggregate Size Percentage,Coarse Aggerate Content (kg/m3),Concrete Strength (MPa)
32.5,3.15,338.0,152.1,664.0,1,2.64,2.360,4.75,12.60,15.00,30.00,22.00,42.00,6.00,1170.0,37.70
32.5,3.15,451.0,184.9,654.0,1,2.64,2.360,4.75,12.60,15.00,30.00,22.00,42.00,6.00,995.0,47.00
32.5,3.15,444.0,173.2,550.0,1,2.64,2.360,4.75,12.60,15.00,30.00,22.00,42.00,6.00,1132.0,41.50
32.5,3.15,451.0,171.4,521.0,1,2.64,2.360,4.75,12.60,15.00,30.00,22.00,42.00,6.00,1177.0,39.50
32.5,3.15,453.0,167.6,537.0,1,2.64,2.360,4.75,12.60,15.00,30.00,22.00,42.00,6.00,1174.0,38.80
42.5,3.12,425.0,170.0,722.0,1,2.65,4.750,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1083.0,50.70
42.5,3.12,550.0,165.0,640.0,1,2.65,4.750,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1045.0,87.90
42.5,3.12,640.0,160.0,587.0,1,2.65,4.750,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1043.0,95.40
42.5,3.10,250.0,218.0,1285.0,1,2.70,4.000,6.00,8.00,10.00,14.00,32.00,42.00,12.00,555.0,29.10
42.5,3.10,300.0,225.0,1242.0,1,2.70,4.000,6.00,8.00,10.00,14.00,32.00,42.00,12.00,536.0,36.30
42.5,3.10,350.0,232.0,1197.0,1,2.70,4.000,6.00,8.00,10.00,14.00,32.00,42.00,12.00,517.0,43.10
42.5,3.10,400.0,239.0,1154.0,1,2.70,4.000,6.00,8.00,10.00,14.00,32.00,42.00,12.00,498.0,49.40
52.5,3.15,444.0,155.0,686.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1114.0,67.20
52.5,3.15,411.0,161.0,711.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1104.0,64.70
52.5,3.15,391.0,164.0,708.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1118.0,61.90
52.5,3.15,438.0,162.0,686.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1099.0,68.50
52.5,3.15,426.0,159.0,680.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1127.0,68.50
52.5,3.15,444.0,164.0,705.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1070.0,69.00
52.5,3.15,371.0,162.0,736.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1111.0,57.90
52.5,3.15,441.0,158.0,713.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1078.0,71.20
52.5,3.15,382.0,158.0,719.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1127.0,65.00
52.5,3.15,412.0,155.0,725.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1101.0,68.90
52.5,3.15,444.0,164.0,725.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1108.0,68.10
52.5,3.15,416.0,160.0,725.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1088.0,68.90
52.5,3.15,378.0,156.0,725.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1127.0,66.80
52.5,3.15,412.0,164.0,725.0,1,2.70,4.750,9.50,16.00,19.00,16.00,30.00,42.00,12.00,1112.0,67.90
32.5,3.14,326.0,172.0,893.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,906.0,26.70
32.5,3.14,329.0,177.0,881.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,906.0,26.70
32.5,3.14,331.0,179.0,893.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,889.0,26.70
32.5,3.14,347.0,176.0,875.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,895.0,30.10
32.5,3.14,350.0,168.0,883.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,913.0,30.10
32.5,3.14,364.0,180.0,862.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,889.0,30.10
32.5,3.14,382.0,172.0,829.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,915.0,33.50
32.5,3.14,382.0,174.0,832.0,1,2.68,4.250,9.00,12.00,16.00,17.00,30.00,38.00,15.00,916.0,33.50
42.5,3.15,355.8,185.0,1056.6,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,796.9,31.90
42.5,3.15,370.0,185.0,1054.5,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,780.7,27.60
42.5,3.15,385.4,185.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,767.0,25.00
42.5,3.15,370.0,185.0,1054.5,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,780.7,25.00
42.5,3.15,385.4,185.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,767.0,29.00
42.5,3.15,355.8,185.0,1056.6,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,796.9,31.10
42.5,3.15,420.5,185.0,1055.3,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,731.6,31.00
42.5,3.15,440.5,185.0,1057.1,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,713.6,30.80
42.5,3.15,402.2,185.0,1065.8,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,752.1,31.60
42.5,3.15,402.2,185.0,1065.8,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,752.1,29.90
42.5,3.15,440.5,185.0,1057.1,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,713.6,34.40
42.5,3.15,420.5,185.0,1055.3,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,731.6,32.30
42.5,3.15,462.5,185.0,1054.5,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,689.1,39.20
42.5,3.15,462.5,185.0,1031.4,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,689.1,36.60
42.5,3.15,395.8,190.0,1056.9,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,744.2,31.90
42.5,3.15,380.0,190.0,1056.4,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,760.0,31.90
42.5,3.15,395.8,190.0,1056.9,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,744.2,33.30
42.5,3.15,380.0,190.0,1056.4,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,760.0,33.30
42.5,3.15,452.4,190.0,1054.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,683.1,37.60
42.5,3.15,431.8,190.0,1058.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,703.9,38.30
42.5,3.15,475.0,190.0,1054.5,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,665.0,36.70
42.5,3.15,452.4,190.0,1054.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,683.1,44.90
42.5,3.15,370.0,185.0,1055.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,781.0,27.60
42.5,3.15,385.0,185.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,767.0,25.00
42.5,3.15,370.0,185.0,1055.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,781.0,25.00
42.5,3.15,385.0,185.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,767.0,29.00
42.5,3.15,356.0,185.0,1057.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,797.0,31.10
42.5,3.15,396.0,190.0,1057.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,744.0,31.90
42.5,3.15,380.0,190.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,760.0,31.90
42.5,3.15,396.0,190.0,1057.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,744.0,33.30
42.5,3.15,380.0,190.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,760.0,33.30
42.5,3.15,365.0,190.0,1056.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,775.0,32.30
42.5,3.15,356.0,185.0,1021.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,825.0,36.00
42.5,3.15,356.0,185.0,1021.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,825.0,34.60
42.5,3.15,396.0,190.0,1021.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,776.0,35.20
42.5,3.15,380.0,190.0,1022.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,790.0,35.20
42.5,3.15,402.0,185.0,985.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,780.0,35.20
42.5,3.15,365.0,190.0,1023.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,808.0,36.60
42.5,3.15,402.0,185.0,985.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,780.0,35.70
42.5,3.15,440.0,185.0,1021.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,740.0,34.20
42.5,3.15,396.0,190.0,1021.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,776.0,39.60
42.5,3.15,380.0,190.0,1022.0,1,2.65,4.000,6.00,9.50,16.00,23.00,34.00,37.00,6.00,790.0,39.60
42.5,3.15,350.0,133.0,684.5,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1271.3,47.40
42.5,3.15,350.0,133.0,784.0,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1176.0,46.50
42.5,3.15,350.0,133.0,883.8,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1080.2,46.80
42.5,3.15,375.0,142.5,668.7,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1242.0,41.30
42.5,3.15,375.0,142.5,765.9,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1148.8,45.80
42.5,3.15,375.0,142.5,863.4,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1055.3,48.40
42.5,3.15,400.0,152.0,653.0,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1212.6,41.50
42.5,3.15,400.0,152.0,747.8,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1121.7,47.00
42.5,3.15,400.0,152.0,843.1,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1030.4,47.60
42.5,3.15,350.0,150.5,668.7,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1241.9,34.50
42.5,3.15,350.0,150.5,765.8,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1148.7,44.90
42.5,3.15,350.0,150.5,863.4,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1055.2,46.10
42.5,3.15,375.0,161.3,651.8,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1210.4,38.90
42.5,3.15,375.0,161.3,746.4,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1119.7,44.60
42.5,3.15,375.0,161.3,841.5,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1028.5,41.10
42.5,3.15,400.0,172.0,634.8,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1179.0,32.90
42.5,3.15,375.0,180.0,727.0,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1090.5,34.00
42.5,3.15,375.0,180.0,819.6,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1001.7,36.70
42.5,3.15,400.0,192.0,616.7,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1145.4,31.70
42.5,3.15,400.0,192.0,706.3,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,1059.5,37.90
42.5,3.15,400.0,192.0,796.3,1,2.55,4.750,9.50,12.50,16.00,25.00,35.00,35.00,5.00,973.2,31.60
42.5,3.15,350.0,140.0,660.0,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1175.0,42.80
42.5,3.15,350.0,140.0,754.3,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1084.6,45.50
42.5,3.15,350.0,140.0,848.5,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,994.2,48.10
42.5,3.15,375.0,150.0,643.3,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1145.3,41.20
42.5,3.15,375.0,150.0,735.2,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1057.2,44.00
42.5,3.15,375.0,150.0,827.1,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,969.1,46.60
42.5,3.15,400.0,160.0,626.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1115.5,39.70
42.5,3.15,400.0,160.0,716.1,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1029.7,42.40
42.5,3.15,400.0,160.0,805.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,943.9,45.10
42.5,3.15,350.0,157.5,643.7,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1146.0,37.20
42.5,3.15,350.0,157.5,735.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1057.8,40.00
42.5,3.15,350.0,157.5,827.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,969.7,42.50
42.5,3.15,375.0,168.8,625.8,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1114.2,35.60
42.5,3.15,375.0,168.8,715.2,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1028.5,38.50
42.5,3.15,375.0,168.8,804.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,942.8,41.00
42.5,3.15,400.0,180.0,608.0,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1082.4,34.00
42.5,3.15,400.0,180.0,694.8,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,999.1,36.90
42.5,3.15,400.0,180.0,781.7,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,915.9,39.50
42.5,3.15,350.0,175.0,627.4,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1117.0,31.00
42.5,3.15,350.0,175.0,717.0,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1031.1,33.90
42.5,3.15,350.0,175.0,806.6,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,945.1,36.50
42.5,3.15,375.0,187.5,608.4,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1083.1,29.40
42.5,3.15,375.0,187.5,695.3,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,999.8,32.40
42.5,3.15,375.0,187.5,782.2,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,916.5,34.90
42.5,3.15,400.0,200.0,589.3,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1049.2,27.80
42.5,3.15,400.0,200.0,673.5,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,968.5,30.80
42.5,3.15,400.0,200.0,757.7,1,2.55,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,887.8,33.40
42.5,3.15,350.0,140.0,660.0,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1299.4,27.40
42.5,3.15,350.0,140.0,754.3,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1199.4,32.00
42.5,3.12,400.0,224.0,800.0,1,2.60,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1000.0,39.70
42.5,3.12,400.0,200.0,724.0,1,2.60,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1124.0,54.80
42.5,3.12,370.0,159.1,714.1,1,2.60,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1187.7,81.50
42.5,3.12,455.0,132.0,696.2,1,2.60,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1151.2,98.50
42.5,3.12,510.0,122.4,652.8,1,2.60,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1086.3,103.80
42.5,3.15,300.0,195.0,828.4,1,2.55,4.000,8.00,12.00,16.00,13.00,28.00,38.00,21.00,918.1,37.50
42.5,3.15,400.0,160.0,805.6,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1043.8,39.80
42.5,3.15,350.0,157.5,643.7,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1267.3,26.60
42.5,3.15,350.0,157.5,735.6,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1169.8,31.20
42.5,3.15,350.0,157.5,827.6,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1072.3,35.40
42.5,3.15,375.0,168.8,625.8,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1232.1,27.00
42.5,3.15,375.0,168.8,715.2,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1137.4,31.70
42.5,3.15,375.0,168.8,804.6,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1042.6,35.70
42.5,3.15,400.0,180.0,608.0,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1197.0,27.10
42.5,3.15,400.0,180.0,694.8,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1104.9,31.80
42.5,3.15,400.0,180.0,781.7,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1012.8,35.80
42.5,3.15,350.0,175.0,627.4,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1235.2,26.60
42.5,3.15,350.0,175.0,717.0,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1140.2,31.20
42.5,3.15,350.0,175.0,806.6,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1045.2,35.40
42.5,3.15,375.0,187.5,608.4,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1197.8,25.30
42.5,3.15,375.0,187.5,695.3,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1105.6,30.00
42.5,3.15,375.0,187.5,782.2,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1013.5,34.00
42.5,3.15,400.0,200.0,589.3,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1160.3,23.70
42.5,3.15,400.0,200.0,673.5,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,1071.1,28.30
42.5,3.15,400.0,200.0,757.7,1,2.82,4.760,9.50,12.50,16.00,5.00,35.00,20.00,40.00,981.8,32.50
42.5,3.15,327.0,164.0,773.0,2,2.64,4.000,6.00,8.00,10.00,17.00,48.00,28.00,7.00,1105.0,58.70
42.5,3.15,327.0,164.0,775.0,2,2.64,4.000,9.00,12.00,16.00,13.00,51.00,23.00,13.00,1105.0,54.80
42.5,3.15,327.0,164.0,885.0,2,2.64,4.000,6.00,8.00,10.00,17.00,48.00,28.00,7.00,994.0,50.10
42.5,3.15,327.0,164.0,765.0,2,2.58,4.000,6.00,8.00,10.00,17.00,48.00,28.00,7.00,1090.0,59.40
42.5,3.15,327.0,164.0,883.0,2,2.58,4.000,6.00,8.00,10.00,17.00,48.00,28.00,7.00,973.0,57.10
31.3,3.14,329.0,174.4,822.5,2,2.84,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1151.5,31.90
31.3,3.14,322.0,138.5,644.0,2,2.69,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,966.0,43.20
31.3,3.14,332.0,116.2,498.0,2,2.90,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,830.0,62.30
31.3,3.14,389.0,206.2,972.5,2,2.84,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1361.5,36.20
31.3,3.14,380.0,163.4,760.0,2,2.69,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1140.0,43.00
31.3,3.14,392.0,137.2,588.0,2,2.90,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,980.0,58.00
31.3,3.14,470.0,249.1,1175.0,2,2.84,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1645.0,42.90
31.3,3.14,459.0,197.4,918.0,2,2.69,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1377.0,50.10
31.3,3.14,474.0,165.9,711.0,2,2.90,4.750,9.50,12.00,16.00,15.00,37.00,37.00,11.00,1185.0,58.00
42.5,3.16,457.5,215.0,558.7,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1134.1,57.40
42.5,3.16,413.5,215.0,605.1,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1123.7,40.40
42.5,3.16,369.2,155.1,626.1,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1330.0,47.60
42.5,3.16,362.7,170.5,615.1,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1306.7,35.40
42.5,3.16,356.1,185.2,603.9,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1282.9,41.40
42.5,3.15,360.0,162.0,586.0,1,2.64,4.750,9.50,16.00,19.00,24.47,27.56,26.99,20.98,1596.0,45.40
42.5,3.15,435.0,192.0,562.0,1,2.64,4.750,9.50,16.00,19.00,21.68,32.90,26.84,18.58,1635.2,45.40
42.5,3.12,340.0,170.0,720.8,1,2.65,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1190.0,79.60
42.5,3.12,400.0,140.0,708.0,1,2.65,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1188.0,96.70
42.5,3.12,510.0,122.4,652.8,1,2.65,4.750,9.50,16.00,19.00,21.00,35.00,26.00,18.00,1086.3,110.70
42.5,3.15,210.0,180.6,938.0,1,2.59,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,958.0,22.70
42.5,3.15,280.0,182.0,870.0,1,2.59,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,956.0,36.80
42.5,3.15,350.0,143.5,863.0,1,2.59,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,1002.0,67.50
42.5,3.15,210.0,170.1,946.0,1,2.70,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,1019.0,26.10
42.5,3.15,280.0,176.4,877.0,1,2.70,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,1011.0,40.30
42.5,3.15,350.0,140.0,868.0,1,2.70,4.400,9.50,16.00,19.00,16.00,48.00,26.00,10.00,1057.0,68.70
52.5,3.15,300.0,205.0,697.0,1,2.60,5.000,8.00,10.00,15.00,16.67,16.67,33.33,33.33,1128.0,32.80
52.5,3.15,350.0,180.0,706.0,1,2.60,5.000,8.00,10.00,15.00,16.64,16.64,33.36,33.36,1142.0,45.90
52.5,3.15,425.0,185.0,696.0,1,2.60,5.000,8.00,10.00,15.00,16.67,16.67,33.33,33.33,1077.0,58.50
52.5,3.15,485.0,165.0,685.0,1,2.60,5.000,8.00,10.00,15.00,33.33,33.33,16.67,16.67,1089.0,76.50
52.5,3.15,430.0,185.0,559.0,1,2.82,5.000,9.50,19.00,26.50,10.00,35.00,45.00,10.00,1118.0,54.60
42.5,3.15,370.0,165.0,650.0,1,2.60,5.000,9.60,12.60,15.00,18.00,22.00,35.00,25.00,1215.0,47.50
42.5,3.15,460.0,165.0,575.0,1,2.60,5.000,9.60,12.60,15.00,18.00,22.00,35.00,25.00,1216.0,57.00
42.5,3.15,560.0,165.0,495.0,1,2.60,5.000,9.60,12.60,15.00,18.00,22.00,35.00,25.00,1217.0,66.50
